"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","street","city","statezip","country"
"500",522000,4,2.25,1800,8623,1,0,0,4,1360,440,1980,0,"11725 NE 102nd Pl","Kirkland","WA 98033","USA"
"2621",542525,4,2.5,2650,5600,2,0,0,3,2650,0,2014,0,"13516 164th Ave SE","Renton","WA 98059","USA"
"3283",276900,3,1,1270,7566,1,0,0,4,1270,0,1958,1972,"1711 Monroe Ave NE","Renton","WA 98056","USA"
"3235",1250000,4,2.5,3220,15600,1,0,0,5,1680,1540,1973,0,"13 Cascade Key","Bellevue","WA 98006","USA"
"1515",510000,4,1.5,2040,8800,1,0,0,4,1020,1020,1961,2001,"1518 150th Ave SE","Bellevue","WA 98007","USA"
"2829",450000,3,1.75,1610,11200,1,0,0,3,1610,0,1955,2005,"12234 NE 65th St","Kirkland","WA 98033","USA"
"950",710000,2,1,1790,4000,1,0,0,4,1040,750,1923,0,"2422 E McGraw St","Seattle","WA 98112","USA"
"340",569000,4,2.25,2250,41688,2,0,0,3,2250,0,1980,0,"7304 217th Pl NE","Redmond","WA 98053","USA"
"3441",268000,3,2.5,1650,6684,2,0,0,3,1650,0,1991,0,"11813 SE 219th Pl","Kent","WA 98031","USA"
"1033",380000,3,1.75,1690,1468,2,0,0,3,1380,310,2008,0,"4355 Jill Pl S","Seattle","WA 98108","USA"
"4238",321500,1,1,730,1942,1,0,0,3,730,0,2008,0,"924 26th Ave S","Seattle","WA 98144","USA"
"2842",1309500,4,4.5,4750,13912,2,0,2,3,3600,1150,2005,0,"7732 Seward Park Ave S","Seattle","WA 98118","USA"
"1372",499950,3,3.5,1820,1501,2,0,0,3,1430,390,2014,0,"729 Martin Luther King Jr Way S","Seattle","WA 98144","USA"
"717",255000,4,2.5,2070,7800,2,0,0,3,2070,0,1989,0,"1422 S 282nd Pl","Federal Way","WA 98003","USA"
"1018",3e+05,6,5.25,2860,5682,2,0,0,3,2860,0,1978,0,"606 5th St SE","Auburn","WA 98002","USA"
"2014",7e+05,3,2.5,2050,4185,2,0,0,3,2050,0,2011,0,"8708 12th Ave NW","Seattle","WA 98117","USA"
"2319",148000,1,1,620,8261,1,0,0,3,620,0,1939,1969,"9854 25th Ave SW","Seattle","WA 98106","USA"
"4291",350000,4,1,1170,8147,1.5,0,0,3,1170,0,1959,1989,"3611 NE 137th St","Seattle","WA 98125","USA"
"3409",399000,4,3,3060,5000,2,0,0,3,3060,0,2001,0,"16126 SE 249th Pl","Covington","WA 98042","USA"
"1231",306000,2,1,780,13500,1,0,0,4,780,0,1946,1989,"15210 Mink Rd NE","Woodinville","WA 98077","USA"
"118",206000,2,1,810,7158,1,0,0,5,810,0,1944,0,"12807 7th Ave S","Burien","WA 98168","USA"
"2442",210000,2,1.75,1440,5680,1,0,0,4,1440,0,1978,2000,"24429 12th Ave S","Des Moines","WA 98198","USA"
"1979",610000,4,1.75,1830,29110,2,0,0,3,1230,600,1990,2009,"6194-6470 E Mercer Way","Mercer Island","WA 98040","USA"
"4467",423050.925926,2,1,890,4590,1,0,0,3,890,0,1923,1998,"332 NW 84th St","Seattle","WA 98117","USA"
"1511",355000,3,2.5,2400,9701,1,0,0,3,2400,0,1990,2009,"4621 SW 327th Pl","Federal Way","WA 98023","USA"
"4545",677099.565217,4,2.5,2150,27540,2,0,0,3,2150,0,1997,0,"3046 Quail Creek Way NE","Redmond","WA 98053","USA"
"2956",412000,2,1,1260,3960,1,0,0,3,690,570,1925,2002,"8329 27th Ave NW","Seattle","WA 98117","USA"
"1093",589000,4,2.5,2910,5776,2,0,2,3,2910,0,1998,2006,"6907 Fairway Ave SE","Snoqualmie","WA 98065","USA"
"1475",479900,3,2,1980,12150,1,0,0,3,1980,0,1994,0,"26272 142nd Ave SE","Kent","WA 98042","USA"
"3649",535000,3,1,1580,6300,1,0,0,3,1180,400,1925,2002,"2108 W Bertona St","Seattle","WA 98199","USA"
"2452",440000,4,2.25,2010,7575,1,0,0,3,1220,790,1974,0,"14450 105th Ct NE","Kirkland","WA 98034","USA"
"537",630000,4,2,1770,6000,2,0,0,5,1770,0,1911,1981,"3219 34th Ave W","Seattle","WA 98199","USA"
"2289",262500,3,1.5,1160,8906,1,0,0,3,1160,0,1962,2003,"7327 33rd Ave S","Seattle","WA 98118","USA"
"763",295000,3,1.5,850,2500,1,0,0,3,850,0,1986,0,"4020 21st Ave SW","Seattle","WA 98106","USA"
"3900",4e+05,4,2.25,2230,7200,1,0,0,4,1300,930,1963,0,"2357 N 187th St","Shoreline","WA 98133","USA"
"1404",405000,2,1,910,6490,1,0,0,3,910,0,1942,1999,"8221 21st Ave NE","Seattle","WA 98115","USA"
"2292",650000,2,1,1030,5750,1,0,0,5,1030,0,1928,1970,"1923 46th Ave SW","Seattle","WA 98116","USA"
"2075",490000,3,3,1730,2940,3,0,0,3,1730,0,1985,0,"2639 NW 86th St","Seattle","WA 98117","USA"
"3711",5e+05,2,1,950,4500,1,0,2,3,850,100,1926,2003,"4024 Phinney Ave N","Seattle","WA 98103","USA"
"1939",647500,3,1.75,1290,3870,1,0,0,5,1290,0,1916,0,"1727 Lake Washington Blvd S","Seattle","WA 98144","USA"
"1889",371000,3,1.5,1420,4500,1,0,0,3,1420,0,1959,1989,"2142 N 90th St","Seattle","WA 98103","USA"
"4450",535000,4,2.25,2290,5350,2,0,0,4,2120,170,1958,1972,"2523 42nd Ave W","Seattle","WA 98199","USA"
"393",460000,4,1.75,1750,5500,1.5,0,0,5,1050,700,1926,0,"7021 24th Ave NW","Seattle","WA 98117","USA"
"3087",442500,3,1.75,1600,10280,1,0,0,3,1050,550,1977,2004,"13832 125th Ave NE","Kirkland","WA 98034","USA"
"3580",1020000,3,2.25,1670,4800,1.5,0,3,3,1670,0,1903,2005,"715 W Howe St","Seattle","WA 98119","USA"
"3322",725000,4,2.5,2490,5170,2,0,0,4,2490,0,2000,0,"13321 NE 92nd Way","Redmond","WA 98052","USA"
"3403",563500,4,1.75,2085,174240,1,0,0,3,1610,475,1964,2000,"3707 295th Ave SE","Fall City","WA 98024","USA"
"4118",165000,1,1,850,8050,1,0,0,2,850,0,1906,0,"3510 S Holly St","Seattle","WA 98118","USA"
"2490",1120000,5,1.5,2540,6660,2,0,3,4,2340,200,1954,1979,"9827 47th Ave SW","Seattle","WA 98136","USA"
"3112",525000,2,1,1080,3500,1,0,3,3,1080,0,1924,2011,"5130 Palatine Ave N","Seattle","WA 98103","USA"
"3896",290000,3,1,1440,11250,1,0,0,3,1440,0,1967,2011,"1901 Shattuck Ave S","Renton","WA 98055","USA"
"3989",875000,3,1.5,1820,12686,1,0,0,4,1820,0,1952,0,"2424 109th Ave SE","Bellevue","WA 98004","USA"
"1902",860000,3,3.25,4720,32467,2,0,2,3,3190,1530,1998,2006,"10510 172nd Ct SE","Renton","WA 98059","USA"
"3520",429900,3,2.5,2370,5353,2,0,0,3,2370,0,2009,0,"14522 271st Ct NE","Duvall","WA 98019","USA"
"1868",465000,3,1,910,4500,1,0,0,3,910,0,1948,1994,"2915 NW 75th St","Seattle","WA 98117","USA"
"1095",668750,4,2.5,2340,6420,1,0,2,3,1590,750,1964,2000,"2148 NW 197th St","Shoreline","WA 98177","USA"
"3974",530000,3,1.75,1320,2500,1,0,0,3,870,450,1918,0,"2108 NE 54th St","Seattle","WA 98105","USA"
"604",1550000,5,3.25,3370,17458,1,0,2,5,2000,1370,1982,0,"8126-8196 Forest Ave SE","Mercer Island","WA 98040","USA"
"3523",257500,3,2.25,1715,6819,2,0,0,3,1715,0,1995,0,"533 S 330th Pl","Federal Way","WA 98003","USA"
"3632",3e+05,2,1,960,8153,1,0,0,3,960,0,1947,2012,"2610 NE 145th St","Shoreline","WA 98155","USA"
"4469",315368.7,3,2.5,3080,12476,2,0,0,3,3080,0,1990,2009,"25221 235th Way SE","Maple Valley","WA 98038","USA"
"4385",554250,3,2.5,1490,1709,3,0,0,3,1490,0,2004,2003,"2703 NE 123rd St","Seattle","WA 98125","USA"
"879",359950,3,1,1290,189486,1,0,0,4,1290,0,1960,2001,"29701-29727 138th Ave SE","Auburn","WA 98092","USA"
"3971",861990,5,2.75,3595,5639,2,0,0,3,3595,0,2014,0,"9622 242nd Way NE","Redmond","WA 98053","USA"
"3623",345000,3,2,1610,15005,1,0,0,4,1610,0,1986,0,"31907 NE 102nd Pl","Carnation","WA 98014","USA"
"227",369950,3,2,1270,1320,3,0,0,3,1270,0,2006,0,"8846 Midvale Ave N","Seattle","WA 98103","USA"
"144",890000,4,4.25,4420,5750,2,0,0,3,3410,1010,2006,0,"842 Summerhill Ridge Dr NW","Issaquah","WA 98027","USA"
"3594",465000,4,2.5,3060,6000,2,0,0,3,3060,0,2012,1912,"21212 SE 260th St","Maple Valley","WA 98038","USA"
"96",541125,5,2.75,2740,8426,1,0,0,4,1370,1370,1960,2001,"5211 116th Pl SE","Bellevue","WA 98006","USA"
"247",675000,3,1.75,1680,10500,1,0,0,4,1680,0,1959,0,"4 128th Ave SE","Bellevue","WA 98005","USA"
"2681",840000,4,3.5,3860,18334,2,0,0,3,3120,740,1996,0,"12237 198th Ave NE","Woodinville","WA 98077","USA"
"2831",661000,4,2.5,2496,8058,2,0,0,3,2496,0,1998,2006,"8517 143rd Ct NE","Redmond","WA 98052","USA"
"4470",417985.714286,4,2.25,2070,7500,2,0,0,4,2070,0,1977,0,"14025 93rd Ave NE","Kirkland","WA 98034","USA"
"9",452500,3,2.5,2430,88426,1,0,0,4,1570,860,1985,0,"46611-46625 SE 129th St","North Bend","WA 98045","USA"
"3525",327000,5,2.75,2400,8050,2,0,0,3,2400,0,1998,2006,"5020 Quincy Ave SE","Auburn","WA 98092","USA"
"1575",445000,4,1.75,1990,4725,1.5,0,0,4,1190,800,1944,0,"3713 SW Sullivan St","Seattle","WA 98126","USA"
"951",675000,3,2.25,1990,10260,2,0,0,4,1990,0,1987,0,"16822 NE 87th St","Redmond","WA 98052","USA"
"1591",650880,3,2.5,2930,6050,2,0,0,3,2930,0,2008,0,"34303 Elm Ave SE","Snoqualmie","WA 98065","USA"
"4176",463000,4,2.5,1980,6660,2,0,0,4,1980,0,1974,0,"12812 130th Ct NE","Kirkland","WA 98034","USA"
"454",536000,3,1.75,1300,5413,1.5,0,0,3,1300,0,1925,1992,"9610 8th Ave NE","Seattle","WA 98115","USA"
"3377",255950,3,2.5,1720,3676,2,0,0,3,1720,0,1992,0,"11518 SE 221st Pl","Kent","WA 98031","USA"
"1708",730000,4,2,2360,6000,1,0,0,5,1260,1100,1939,0,"3635 41st Ave W","Seattle","WA 98199","USA"
"1228",225000,2,1,1300,11867,1.5,0,0,4,1300,0,1975,0,"33023 SE 310th St","Ravensdale","WA 98051","USA"
"1489",270000,3,1.75,1300,4127,1,0,0,4,650,650,1918,1953,"1309 SW Webster St","Seattle","WA 98106","USA"
"1996",355500,3,2.5,2600,5540,2,0,0,3,2600,0,2004,2003,"28635 226th Ave SE","Maple Valley","WA 98038","USA"
"1458",432500,3,1.75,1980,5100,1,0,0,3,1270,710,1965,1993,"8516 Linden Ave N","Seattle","WA 98103","USA"
"770",465000,3,1.75,1410,6886,1,0,0,3,1410,0,1924,2013,"12215 Dayton Ave N","Seattle","WA 98133","USA"
"1794",409950,2,1.75,1370,5125,1,0,0,5,1370,0,1944,0,"929 N 88th St","Seattle","WA 98103","USA"
"2744",253779,4,2,2030,9600,1.5,0,0,3,1430,600,1947,2012,"4821 S 175th St","SeaTac","WA 98188","USA"
"1065",525000,3,2.75,2100,10362,2,0,0,3,1510,590,1998,2006,"3 Ober Strasse","Snoqualmie Pass","WA 98068","USA"
"1915",399950,3,1.5,2080,5244,1,0,0,3,1190,890,1959,1989,"11812 33rd Ave NE","Seattle","WA 98125","USA"
"180",520000,3,2.5,2460,54885,2,0,0,4,2460,0,1980,0,"5424 NE 10th St","Renton","WA 98059","USA"
"4090",630000,2,2.5,2290,3507,2,0,0,3,2290,0,2005,0,"2598 NE Natalie Way","Issaquah","WA 98029","USA"
"465",549900,5,2.75,3060,7015,1,0,0,5,1600,1460,1979,0,"10834 31st Ave SW","Seattle","WA 98146","USA"
"4137",1205000,4,3.5,3150,5500,2,0,0,3,3150,0,2014,0,"4908 32nd Ave NE","Seattle","WA 98105","USA"
"1303",1680000,4,4.25,5584,68257,2,0,0,3,5584,0,1998,2006,"29002 NE 3rd Way","Carnation","WA 98014","USA"
"504",330000,5,3,2100,7715,1,0,0,3,1250,850,2013,1923,"1047-1099 S 130th St","Burien","WA 98168","USA"
"2983",330000,3,2.25,1860,11227,2,0,0,3,1860,0,1995,0,"23217 SE 239th St","Maple Valley","WA 98038","USA"
"1705",465500,3,1.75,1890,7004,1,0,0,3,1290,600,1965,1993,"5047 43rd Ave S","Seattle","WA 98118","USA"
"1213",380000,5,3.5,2420,4670,2,0,0,3,2420,0,2013,1923,"8803 38th Ave S","Seattle","WA 98118","USA"
"2080",510000,4,2.25,2450,62290,2,0,0,3,2450,0,1976,0,"18121 197th Pl NE","Woodinville","WA 98077","USA"
"3091",360000,4,1.5,1720,6417,1,0,0,3,1720,0,1953,0,"13505 16th Ave NE","Seattle","WA 98125","USA"
"691",802000,3,2.5,2580,13096,2,0,0,3,2580,0,1986,0,"6133 147th Pl NE","Redmond","WA 98052","USA"
"4387",0,4,1.5,2180,22870,1,0,0,4,1280,900,1954,1975,"31603 E Lake Morton Dr SE","Kent","WA 98042","USA"
"1757",712500,3,1.5,1660,8797,1,0,0,4,1660,0,1956,0,"10414 SE 24th Pl","Bellevue","WA 98004","USA"
"1075",175000,3,1.75,1230,13056,1,0,0,4,1230,0,1962,0,"31649-31799 44th Ave S","Auburn","WA 98001","USA"
"2809",515000,3,3.5,1360,1419,2,0,0,3,1040,320,2007,0,"5609 11th Ave NW","Seattle","WA 98107","USA"
"4130",255000,3,1.75,1550,9720,1,0,0,3,1050,500,1976,0,"22821 SE 288th St","Black Diamond","WA 98010","USA"
"343",207000,3,1,1490,8995,1,0,0,4,1490,0,1954,1979,"12612 23rd Ave S","Seattle","WA 98168","USA"
"623",870000,4,2.5,3520,6773,2.5,0,0,3,2650,870,2006,0,"7921 45th Ave SW","Seattle","WA 98136","USA"
"651",1400000,3,2.5,2550,7200,2,0,2,3,2550,0,1981,2013,"316 Lake Washington Blvd S","Seattle","WA 98144","USA"
"552",267345,4,2.25,2510,8165,1,0,0,4,1610,900,1972,0,"2831 SW 327th St","Federal Way","WA 98023","USA"
"3312",589950,5,3,2790,19439,1,0,3,5,1500,1290,1973,0,"18823 SE 216th St","Renton","WA 98058","USA"
"1925",767450,3,2,1630,7599,1,0,0,3,1630,0,2006,0,"1464 NW 95th St","Seattle","WA 98117","USA"
"3502",202000,2,1,920,7569,1,0,0,4,920,0,1950,1983,"12120-12198 24th Ave S","Burien","WA 98168","USA"
"309",245000,3,1.5,1260,1270,2,0,0,3,1040,220,2005,0,"11304 Corliss Ave N","Seattle","WA 98133","USA"
"2633",473000,2,1,900,5100,1,0,0,4,900,0,1909,1989,"7029 16th Ave NW","Seattle","WA 98117","USA"
"1421",495000,3,2.5,1750,1548,3,0,0,3,1750,0,2013,1923,"3933 S Brandon St","Seattle","WA 98118","USA"
"817",306500,3,2.25,2060,38377,1,0,0,4,1560,500,1978,2000,"36415 12th Pl S","Federal Way","WA 98003","USA"
"840",2e+06,5,4.25,6490,10862,2,0,3,4,3940,2550,1991,0,"4080 E Mercer Way","Mercer Island","WA 98040","USA"
"936",551000,3,2.5,2830,5802,2,0,0,3,2830,0,2001,0,"7928 NE 182nd Pl","Kenmore","WA 98028","USA"
"2381",381000,3,1.75,1800,6000,1,0,0,5,900,900,1950,0,"1115 NE 168th St","Shoreline","WA 98155","USA"
"2838",1325000,4,2.5,2440,3600,2.5,0,0,4,2440,0,1902,0,"400 W Highland Dr","Seattle","WA 98119","USA"
"3553",235000,3,1.75,1400,6300,1,0,0,3,1400,0,1998,2006,"1783 Loraine St","Enumclaw","WA 98022","USA"
"4553",0,4,2,2100,4857,2,0,0,3,2100,0,1965,1984,"4500 NE 171st St","Lake Forest Park","WA 98155","USA"
"3293",409900,2,2.5,1590,1845,2,0,0,3,1590,0,1997,0,"12418 NE 100th St","Kirkland","WA 98033","USA"
"1064",567000,3,2.5,2540,6093,2,0,0,3,2540,0,1999,0,"7913-7935 79th Way NE","Kirkland","WA 98034","USA"
"2493",580000,3,2.5,2040,4627,2,0,0,3,2040,0,1992,0,"17422 NE 28th St","Redmond","WA 98052","USA"
"3335",402000,4,2.25,2000,3672,2,0,0,5,1650,350,1926,0,"6530 21st Ave NW","Seattle","WA 98117","USA"
"1171",555000,4,2.25,2350,8140,1,0,0,4,1430,920,1977,0,"15800 SE 50th St","Bellevue","WA 98006","USA"
"2943",280000,3,2,1470,8089,1,0,0,3,1470,0,1987,2000,"23825 14th Ave S","Des Moines","WA 98198","USA"
"2772",650000,3,1.75,2920,9370,1,0,0,4,1620,1300,1981,0,"14245 SE 60th St","Bellevue","WA 98006","USA"
"3768",820000,3,2.25,2880,9750,2,0,0,3,2880,0,1989,0,"16614 SE 50th Pl","Bellevue","WA 98006","USA"
"3879",305000,3,1,1580,7424,1,0,0,3,1010,570,1962,2003,"12633 SE 158th St","Renton","WA 98058","USA"
"4457",132500,4,1,1540,115434,1.5,0,0,4,1540,0,1923,0,"9138 S 208th St","Kent","WA 98031","USA"
"4002",575000,4,2.5,2400,6137,2,0,0,3,2400,0,1990,2009,"22447 NE 9th Dr","Sammamish","WA 98074","USA"
"1737",298000,3,2.5,1950,3600,2,0,0,3,1950,0,2010,0,"24032 SE 263rd Pl","Maple Valley","WA 98038","USA"
"1023",329000,4,2.5,1600,6765,1,0,0,3,830,770,1947,2011,"6048 26th Ave SW","Seattle","WA 98106","USA"
"2593",385000,4,2.5,2960,5054,2,0,0,3,2960,0,2006,0,"26920 229th Pl SE","Maple Valley","WA 98038","USA"
"304",690000,3,2,1760,6428,1,0,0,4,980,780,1942,1982,"2145 Condon Way W","Seattle","WA 98199","USA"
"4273",749000,4,2.75,2700,6000,2,0,0,4,2100,600,1910,0,"1925 Walnut Ave SW","Seattle","WA 98116","USA"
"2967",250000,1,1,800,16306,1,0,0,2,680,120,1931,0,"12419 20th Ave S","Seattle","WA 98168","USA"
"2243",555000,3,2,2180,4976,1.5,0,2,4,1680,500,1930,0,"3763 SW Hinds St","Seattle","WA 98126","USA"
"2178",345000,2,1.5,1340,1210,2,0,0,3,1120,220,2008,0,"1718-1748 21st Ave S","Seattle","WA 98144","USA"
"3115",225000,3,1.75,1580,8820,1,0,0,4,1580,0,1967,0,"31711 7th Pl S","Federal Way","WA 98003","USA"
"395",254000,3,2.5,1850,4597,2,0,0,3,1850,0,2003,0,"15407 SE 252nd Pl","Covington","WA 98042","USA"
"4015",475000,5,2.5,2510,8050,1,0,0,4,1490,1020,1977,0,"12608 NE 134th Pl","Kirkland","WA 98034","USA"
"219",295000,3,2.25,1980,8000,1,0,0,4,1560,420,1974,0,"31966 36th Ave SW","Federal Way","WA 98023","USA"
"1565",635200,4,1.75,1640,4240,1,0,0,5,920,720,1921,0,"6517 Dibble Ave NW","Seattle","WA 98117","USA"
"425",742500,4,2.75,3100,3773,2,0,0,3,2000,1100,1919,1996,"1614 32nd Ave","Seattle","WA 98122","USA"
"4208",215000,4,1.5,1860,5040,1.5,0,0,5,1860,0,1920,0,"1730 Washington Ave","Enumclaw","WA 98022","USA"
"1211",359000,3,1.5,1360,885,3,0,0,3,1360,0,2008,0,"709 N 94th St","Seattle","WA 98103","USA"
"1695",809000,4,1.5,1840,4337,2,0,0,4,1840,0,1917,0,"1218 19th Ave E","Seattle","WA 98112","USA"
"1767",713250,3,2,2050,9000,1,0,0,4,2050,0,1951,1999,"2416 70th Ave SE","Mercer Island","WA 98040","USA"
"2043",471000,3,2.5,2030,2805,2,0,0,3,1720,310,2001,0,"23 Sunset Ct NW","Issaquah","WA 98027","USA"
"3652",445800,4,2.25,2070,39446,1,0,0,3,1470,600,1977,2004,"20143 47th Ave NE","Lake Forest Park","WA 98155","USA"
"3869",275250,3,2.25,1520,7199,2,0,0,4,1520,0,1992,0,"23017 SE 281st Ct","Maple Valley","WA 98038","USA"
"4112",232000,3,1.5,1460,15000,1,0,0,3,1460,0,1966,1963,"31605-31625 51st Ave S","Auburn","WA 98001","USA"
"1008",376000,2,1,1150,4000,1,0,0,3,1150,0,1947,2012,"2825 W Elmore St","Seattle","WA 98199","USA"
"4093",245000,3,2.5,1600,2788,2,0,0,4,1600,0,1992,0,"11539 SE 221st Pl","Kent","WA 98031","USA"
"2399",363000,3,3.25,1651,1779,2,0,0,3,1341,310,2008,0,"10734 Whitman Ave N","Seattle","WA 98133","USA"
"4134",599000,3,2,2560,14680,1,0,0,3,1330,1230,1987,2000,"16604 NE 42nd Ct","Redmond","WA 98052","USA"
"1447",429000,2,1.75,1350,6315,1,0,0,3,1350,0,2005,0,"23039 NE 130th St","Redmond","WA 98053","USA"
"2770",455000,3,1.75,1180,14292,1,0,0,3,1180,0,1981,2013,"45506 SE Tanner Rd","North Bend","WA 98045","USA"
"2720",535000,4,2.75,3070,7201,2,0,0,3,3070,0,2006,0,"5351 NE 4th Ct","Renton","WA 98059","USA"
"4224",4e+05,3,2,1760,6875,1,0,0,4,1760,0,1967,0,"Brooktrails Trail 14","Woodinville","WA 98072","USA"
"2277",276900,2,1,1350,10096,1,0,2,4,1350,0,1952,0,"428 Orchard Ave NE","North Bend","WA 98045","USA"
"3948",6e+05,5,2.25,3000,13899,2,0,0,4,3000,0,1975,0,"17612 NE 30th Pl","Redmond","WA 98052","USA"
"2855",311000,3,1.75,1900,3000,1.5,0,0,5,1070,830,1903,0,"8653 Wabash Ave S","Seattle","WA 98118","USA"
"2561",332000,1,1,960,2640,1,0,0,3,760,200,1908,1988,"2919 E Harrison St","Seattle","WA 98112","USA"
"1836",240500,3,1.75,1460,10584,1,0,0,3,990,470,1997,0,"1219 S 124th St","Seattle","WA 98168","USA"
"4120",383000,3,2.25,2090,15000,1,0,0,3,2090,0,1961,2004,"608 Riverside Dr SE","North Bend","WA 98045","USA"
"262",581000,4,2,2510,13695,1,0,0,4,1280,1230,1961,2001,"11105 126th Ave NE","Kirkland","WA 98033","USA"
"2073",837219,5,2.75,3030,7679,2,0,0,3,3030,0,2014,0,"1855-1899 212th Ave SE","Sammamish","WA 98075","USA"
"2060",510000,4,1.5,1320,14250,1,0,0,4,1320,0,1954,1979,"11240 106th Ave NE","Kirkland","WA 98033","USA"
"2451",810000,3,1.75,1980,13503,1,0,2,4,1320,660,1952,0,"2622 W Lake Sammamish Pkwy SE","Bellevue","WA 98008","USA"
"3296",381500,2,1,900,2910,1,0,0,5,900,0,1924,1956,"519 NE 79th St","Seattle","WA 98115","USA"
"2968",1135000,6,4.25,6900,244716,2,0,0,4,4820,2080,2002,0,"16903 246th Ave NE","Woodinville","WA 98077","USA"
"4419",328211.904762,4,2.5,1720,9600,1,0,0,3,1120,600,1961,2004,"1915 Ginko St SE","Auburn","WA 98092","USA"
"487",750000,4,2.5,2980,4930,2,0,0,3,2890,90,2000,0,"16512 SE 64th Pl","Bellevue","WA 98006","USA"
"3762",174000,2,1,900,13531,1,0,0,3,900,0,1979,2014,"102-1/2 5th Ave SW","Pacific","WA 98047","USA"
"3018",639500,4,2.25,2330,8994,2,0,0,3,2330,0,1986,0,"14106 176th Ave NE","Redmond","WA 98052","USA"
"2216",315000,2,1,1740,3622,1,0,0,4,950,790,1924,0,"5237 Martin Luther King Jr Way S","Seattle","WA 98118","USA"
"1012",330000,3,1,1180,43124,1,0,0,4,1180,0,1959,0,"8442-8514 WA-900","Issaquah","WA 98027","USA"
"995",699000,4,2.5,2650,7945,2,0,0,3,2650,0,2006,0,"11332 30th Ave NE","Seattle","WA 98125","USA"
"741",695000,4,3,3150,9130,2,0,0,3,3150,0,2001,0,"24038 SE 13th Pl","Sammamish","WA 98075","USA"
"1940",450000,4,1,2000,4676,1.5,0,0,3,1250,750,1916,1986,"5421-5499 52nd Terrace S","Seattle","WA 98118","USA"
"2637",499500,3,2.5,2970,21907,2,0,0,3,2970,0,1998,2006,"14239 183rd Ave SE","Renton","WA 98059","USA"
"2322",240000,3,1.5,1360,9760,1.5,0,0,5,1360,0,1984,0,"43712 SE 150th St","North Bend","WA 98045","USA"
"712",582800,4,2.75,2550,7636,1,0,0,3,1440,1110,1986,0,"21023-21029 NE 42nd St","Sammamish","WA 98074","USA"
"67",379880,3,2.5,1650,14054,1,0,0,4,1130,520,1986,0,"13256 242nd Pl SE","Issaquah","WA 98027","USA"
"2304",355000,1,1.75,750,20339,1,0,0,4,550,200,1946,1989,"14128 W Lake Kathleen Dr SE","Renton","WA 98059","USA"
"2798",206000,2,1.5,1820,8867,2,0,0,3,1820,0,1921,2000,"5206 S 142nd St","Tukwila","WA 98168","USA"
"1437",1285000,4,2.5,3240,10800,1,0,0,3,2260,980,1946,0,"5726 61st Ave NE","Seattle","WA 98105","USA"
"1159",3e+05,6,2,2040,10812,1,0,0,4,2040,0,1943,0,"555 Index Ave NE","Renton","WA 98056","USA"
"2510",795000,4,3.5,3200,3250,2,0,0,3,2670,530,2007,0,"2500 22nd Ct NE","Issaquah","WA 98029","USA"
"1585",1425000,4,4.25,4960,6000,2.5,0,0,3,3680,1280,1909,2003,"2611 1st Ave N","Seattle","WA 98109","USA"
"3144",715000,4,2.5,2650,30500,1,0,0,4,1680,970,1960,2001,"23264 SE 54th Pl","Issaquah","WA 98029","USA"
"4307",840000,4,3.5,3840,85728,2,0,0,3,3840,0,1998,2006,"615 289th Ave NE","Carnation","WA 98014","USA"
"3209",455000,4,2.5,2950,4502,2,0,0,3,2950,0,2005,0,"5100 NE 10th Pl","Renton","WA 98059","USA"
"278",313000,3,1.75,2190,8000,1,0,0,4,2190,0,1967,0,"32631 39th Ave SW","Federal Way","WA 98023","USA"
"2911",750000,3,3.5,3390,10078,2,0,0,3,3040,350,2012,1912,"11619 SE 73rd Pl","Newcastle","WA 98059","USA"
"2429",594000,4,1.75,1870,5200,2,0,0,4,1200,670,1937,0,"7542 42nd Ave NE","Seattle","WA 98115","USA"
"1661",1505000,4,3.5,3480,7232,2,0,0,3,2580,900,1926,2010,"1905 33rd Ave S","Seattle","WA 98144","USA"
"3519",525000,4,2.75,3030,6625,2,0,0,3,3030,0,2011,0,"4924 SE 2nd Pl","Renton","WA 98059","USA"
"3447",354950,4,2.75,2530,7350,1,0,0,5,1280,1250,1977,0,"32148-32298 33rd Ave SW","Federal Way","WA 98023","USA"
"939",479000,3,2.5,1260,889,3,0,0,3,1260,0,2008,0,"915 6th Ave N","Seattle","WA 98109","USA"
"1420",627000,3,3.5,2710,3475,2,0,0,3,1650,1060,2005,0,"Shangri-La Way NW","Issaquah","WA 98027","USA"
"1985",619000,4,1.75,1660,3800,1.5,0,0,3,1660,0,1926,2003,"8054 Brooklyn Ave NE","Seattle","WA 98115","USA"
"3281",196500,3,1,1320,9000,1,0,0,3,1320,0,1966,1963,"28430 49th Ave S","Auburn","WA 98001","USA"
"3573",490000,3,2.5,2230,5348,2,0,0,3,2230,0,2000,0,"7325 Heather Ave SE","Snoqualmie","WA 98065","USA"
"1289",388000,4,2.5,2440,7155,2,0,0,3,2440,0,1993,0,"16032 SE 170th Pl","Renton","WA 98058","USA"
"3479",750000,4,2.75,1750,5080,1.5,0,0,3,1750,0,1903,2005,"1447 21st Ave","Seattle","WA 98122","USA"
"2217",250000,3,1.75,1590,7560,1,0,0,3,1130,460,1984,0,"12033 SE 223rd Dr","Kent","WA 98031","USA"
"2878",489950,3,2.25,1820,7326,2,0,0,3,1820,0,1983,2009,"9243 NE 126th Pl","Kirkland","WA 98034","USA"
